"REF_DATE","GEO","DGUID","Distribution","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-07","Ontario","2016A000235","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028710","5.3.1","219438.0","","","","1"
"2022-07","Ontario","2016A000235","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028711","5.3.2","8573.2","","","","1"
"2022-07","Ontario","2016A000235","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028712","5.3.3","163452.1","","","","1"
"2022-07","Ontario","2016A000235","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314474","5.3.4","3549680","","","","0"
"2022-07","Manitoba","2016A000246","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028713","6.1.1","64196.0","","","","1"
"2022-07","Manitoba","2016A000246","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028714","6.1.2","2478.0","","","","1"
"2022-07","Manitoba","2016A000246","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028715","6.1.3","18953.4","","","","1"
"2022-07","Manitoba","2016A000246","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314475","6.1.4","123","","","","0"
"2022-07","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028716","6.2.1","12791.0","","","","1"
"2022-07","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028717","6.2.2","493.7","","","","1"
"2022-07","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028718","6.2.3","4367.0","","","","1"
"2022-07","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314476","6.2.4","27192","","","","0"
"2022-07","Manitoba","2016A000246","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028719","6.3.1","6069.0","","","","1"
"2022-07","Manitoba","2016A000246","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028720","6.3.2","234.3","","","","1"
"2022-07","Manitoba","2016A000246","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028721","6.3.3","5649.0","","","","1"
"2022-07","Manitoba","2016A000246","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314477","6.3.4","266324","","","","0"
"2022-07","Saskatchewan","2016A000247","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028722","7.1.1","939.0","","","","1"
"2022-07","Saskatchewan","2016A000247","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028723","7.1.2","37.2","","","","1"
"2022-07","Saskatchewan","2016A000247","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028724","7.1.3","148.0","","","","1"
"2022-07","Saskatchewan","2016A000247","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314478","7.1.4","26","","","","0"
"2022-07","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028725","7.2.1","16253.0","","","","1"
"2022-07","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028726","7.2.2","644.3","","","","1"
"2022-07","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028727","7.2.3","5764.0","","","","1"
"2022-07","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314479","7.2.4","41625","","","","0"
"2022-07","Saskatchewan","2016A000247","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028728","7.3.1","12549.0","","","","1"
"2022-07","Saskatchewan","2016A000247","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028729","7.3.2","497.4","","","","1"
"2022-07","Saskatchewan","2016A000247","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028730","7.3.3","10962.0","","","","1"
"2022-07","Saskatchewan","2016A000247","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314480","7.3.4","361385","","","","0"
"2022-07","Alberta","2016A000248","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028731","8.1.1","67890.0","","","","1"
"2022-07","Alberta","2016A000248","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028732","8.1.2","2580.4","","","","1"
"2022-07","Alberta","2016A000248","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028733","8.1.3","11060.0","","","","1"
"2022-07","Alberta","2016A000248","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314481","8.1.4","562","","","","0"
"2022-07","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028734","8.2.1","114204.0","","","","1"
"2022-07","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028735","8.2.2","4478.7","","","","1"
"2022-07","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028736","8.2.3","18542.0","","","","1"
"2022-07","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314482","8.2.4","117630","","","","0"
"2022-07","Alberta","2016A000248","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028737","8.3.1","105515.0","","","","1"
"2022-07","Alberta","2016A000248","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028738","8.3.2","4143.0","","","","1"
"2022-07","Alberta","2016A000248","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028739","8.3.3","55476.0","","","","1"
"2022-07","Alberta","2016A000248","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314483","8.3.4","1379578","","","","0"
"2022-07","British Columbia","2016A000259","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028740","9.1.1","128991.0","","","","1"
"2022-07","British Columbia","2016A000259","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028741","9.1.2","5272.7","","","","1"
"2022-07","British Columbia","2016A000259","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028742","9.1.3","15150.0","","","","1"
"2022-07","British Columbia","2016A000259","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314484","9.1.4","1826","","","","0"
"2022-07","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028743","9.2.1","48244.0","","","","1"
"2022-07","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028744","9.2.2","1972.4","","","","1"
"2022-07","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028745","9.2.3","25992.0","","","","1"
"2022-07","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314485","9.2.4","102183","","","","0"
"2022-07","British Columbia","2016A000259","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028746","9.3.1","58403.0","","","","1"
"2022-07","British Columbia","2016A000259","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028747","9.3.2","2387.6","","","","1"
"2022-07","British Columbia","2016A000259","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028748","9.3.3","43472.0","","","","1"
"2022-07","British Columbia","2016A000259","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314486","9.3.4","1005668","","","","0"
"2022-07","Northwest Territories","2016A000261","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756121","10.1.1","0.0","","","","1"
"2022-07","Northwest Territories","2016A000261","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756124","10.1.2","0.0","","","","1"
"2022-07","Northwest Territories","2016A000261","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756127","10.1.3","0.0","","","","1"
"2022-07","Northwest Territories","2016A000261","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1427756042","10.1.4","0","","","","0"
"2022-07","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756122","10.2.1","7.0","","","","1"
"2022-07","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756125","10.2.2","0.3","","","","1"
"2022-07","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756128","10.2.3","9.0","","","","1"
"2022-07","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1427756043","10.2.4","276","","","","0"
"2022-07","Northwest Territories","2016A000261","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756123","10.3.1","14.0","","","","1"
"2022-07","Northwest Territories","2016A000261","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756126","10.3.2","0.5","","","","1"
"2022-07","Northwest Territories","2016A000261","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756129","10.3.3","19.0","","","","1"
"2022-07","Northwest Territories","2016A000261","Deliveries to residential consumers","Customers","Customers","76","units","0","v1427756044","10.3.4","545","","","","0"
"2022-08","Canada","2016A000011124","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028668","1.1.1","1646417.0","","","","1"
"2022-08","Canada","2016A000011124","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028669","1.1.2","64223.8","","","","1"
"2022-08","Canada","2016A000011124","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028670","1.1.3","504548.8","","","","1"
"2022-08","Canada","2016A000011124","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314460","1.1.4","21584","","","","0"
"2022-08","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028671","1.2.1","367700.0","","","","1"
"2022-08","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028672","1.2.2","14425.2","","","","1"
"2022-08","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028673","1.2.3","147620.7","","","","1"
"2022-08","Canada","2016A000011124","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314461","1.2.4","630728","","","","0"
"2022-08","Canada","2016A000011124","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028674","1.3.1","368258.0","","","","1"
"2022-08","Canada","2016A000011124","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028675","1.3.2","14512.0","","","","1"
"2022-08","Canada","2016A000011124","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028676","1.3.3","276258.1","","","","1"
"2022-08","Canada","2016A000011124","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314462","1.3.4","6726560","","","","0"
"2022-08","Nova Scotia","2016A000212","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028677","2.1.1","2890.0","","","","1"
"2022-08","Nova Scotia","2016A000212","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028678","2.1.2","111.5","","","","1"
"2022-08","Nova Scotia","2016A000212","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028679","2.1.3","322.0","","","","1"
"2022-08","Nova Scotia","2016A000212","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314463","2.1.4","4","","","","0"
"2022-08","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028680","2.2.1","5948.0","","","","1"
"2022-08","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028681","2.2.2","229.5","","","","1"
"2022-08","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028682","2.2.3","4220.0","","","","1"
"2022-08","Nova Scotia","2016A000212","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314464","2.2.4","3499","","","","0"
"2022-08","Nova Scotia","2016A000212","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028683","2.3.1","152.0","","","","1"
"2022-08","Nova Scotia","2016A000212","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028684","2.3.2","5.9","","","","1"
"2022-08","Nova Scotia","2016A000212","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028685","2.3.3","260.6","","","","1"
"2022-08","Nova Scotia","2016A000212","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314465","2.3.4","5132","","","","0"
"2022-08","New Brunswick","2016A000213","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028686","3.1.1","3238.0","","","","1"
"2022-08","New Brunswick","2016A000213","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028687","3.1.2","125.0","","","","1"
"2022-08","New Brunswick","2016A000213","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028688","3.1.3","369.8","","","","1"
"2022-08","New Brunswick","2016A000213","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314466","3.1.4","11","","","","0"
"2022-08","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028689","3.2.1","2920.0","","","","1"
"2022-08","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028690","3.2.2","112.7","","","","1"
"2022-08","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028691","3.2.3","938.1","","","","1"
"2022-08","New Brunswick","2016A000213","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314467","3.2.4","3926","","","","0"
"2022-08","New Brunswick","2016A000213","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028692","3.3.1","254.0","","","","1"
"2022-08","New Brunswick","2016A000213","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028693","3.3.2","9.8","","","","1"
"2022-08","New Brunswick","2016A000213","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028694","3.3.3","268.7","","","","1"
"2022-08","New Brunswick","2016A000213","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314468","3.3.4","8343","","","","0"
"2022-08","Quebec","2016A000224","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028695","4.1.1","288197.0","","","","1"
"2022-08","Quebec","2016A000224","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028696","4.1.2","10922.8","","","","1"
"2022-08","Quebec","2016A000224","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028697","4.1.3","46595.0","","","","1"
"2022-08","Quebec","2016A000224","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314469","4.1.4","7131","","","","0"
"2022-08","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028698","4.2.1","46926.0","","","","1"
"2022-08","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028699","4.2.2","1779.3","","","","1"
"2022-08","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028700","4.2.3","23649.0","","","","1"
"2022-08","Quebec","2016A000224","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314470","4.2.4","49718","","","","0"
"2022-08","Quebec","2016A000224","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028701","4.3.1","12581.0","","","","1"
"2022-08","Quebec","2016A000224","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028702","4.3.2","477.8","","","","1"
"2022-08","Quebec","2016A000224","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028703","4.3.3","10064.9","","","","1"
"2022-08","Quebec","2016A000224","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314471","4.3.4","148436","","","","0"
"2022-08","Ontario","2016A000235","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028704","5.1.1","1078904.0","","","","1"
"2022-08","Ontario","2016A000235","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028705","5.1.2","42249.9","","","","1"
"2022-08","Ontario","2016A000235","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028706","5.1.3","416443.4","","","","1"
"2022-08","Ontario","2016A000235","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314472","5.1.4","11912","","","","0"
"2022-08","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028707","5.2.1","150293.0","","","","1"
"2022-08","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028708","5.2.2","5885.2","","","","1"
"2022-08","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028709","5.2.3","67912.6","","","","1"
"2022-08","Ontario","2016A000235","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314473","5.2.4","284716","","","","0"
"2022-08","Ontario","2016A000235","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028710","5.3.1","194759.0","","","","1"
"2022-08","Ontario","2016A000235","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028711","5.3.2","7626.6","","","","1"
"2022-08","Ontario","2016A000235","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028712","5.3.3","161451.9","","","","1"
"2022-08","Ontario","2016A000235","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314474","5.3.4","3549511","","","","0"
"2022-08","Manitoba","2016A000246","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028713","6.1.1","65238.0","","","","1"
"2022-08","Manitoba","2016A000246","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028714","6.1.2","2525.4","","","","1"
"2022-08","Manitoba","2016A000246","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028715","6.1.3","17301.5","","","","1"
"2022-08","Manitoba","2016A000246","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314475","6.1.4","120","","","","0"
"2022-08","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028716","6.2.1","14700.0","","","","1"
"2022-08","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028717","6.2.2","569.0","","","","1"
"2022-08","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028718","6.2.3","4710.0","","","","1"
"2022-08","Manitoba","2016A000246","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314476","6.2.4","27219","","","","0"
"2022-08","Manitoba","2016A000246","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028719","6.3.1","6946.0","","","","1"
"2022-08","Manitoba","2016A000246","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028720","6.3.2","268.9","","","","1"
"2022-08","Manitoba","2016A000246","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028721","6.3.3","5817.0","","","","1"
"2022-08","Manitoba","2016A000246","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314477","6.3.4","266492","","","","0"
"2022-08","Saskatchewan","2016A000247","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028722","7.1.1","633.0","","","","1"
"2022-08","Saskatchewan","2016A000247","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028723","7.1.2","25.1","","","","1"
"2022-08","Saskatchewan","2016A000247","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028724","7.1.3","105.0","","","","1"
"2022-08","Saskatchewan","2016A000247","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314478","7.1.4","23","","","","0"
"2022-08","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028725","7.2.1","18987.0","","","","1"
"2022-08","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028726","7.2.2","753.4","","","","1"
"2022-08","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028727","7.2.3","5451.0","","","","1"
"2022-08","Saskatchewan","2016A000247","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314479","7.2.4","41611","","","","0"
"2022-08","Saskatchewan","2016A000247","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028728","7.3.1","21871.0","","","","1"
"2022-08","Saskatchewan","2016A000247","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028729","7.3.2","867.9","","","","1"
"2022-08","Saskatchewan","2016A000247","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028730","7.3.3","13119.0","","","","1"
"2022-08","Saskatchewan","2016A000247","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314480","7.3.4","361307","","","","0"
"2022-08","Alberta","2016A000248","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028731","8.1.1","69744.0","","","","1"
"2022-08","Alberta","2016A000248","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028732","8.1.2","2646.3","","","","1"
"2022-08","Alberta","2016A000248","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028733","8.1.3","7597.0","","","","1"
"2022-08","Alberta","2016A000248","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314481","8.1.4","561","","","","0"
"2022-08","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028734","8.2.1","80964.0","","","","1"
"2022-08","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028735","8.2.2","3178.0","","","","1"
"2022-08","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028736","8.2.3","15233.0","","","","1"
"2022-08","Alberta","2016A000248","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314482","8.2.4","117601","","","","0"
"2022-08","Alberta","2016A000248","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028737","8.3.1","79968.0","","","","1"
"2022-08","Alberta","2016A000248","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028738","8.3.2","3142.7","","","","1"
"2022-08","Alberta","2016A000248","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028739","8.3.3","45243.0","","","","1"
"2022-08","Alberta","2016A000248","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314483","8.3.4","1381042","","","","0"
"2022-08","British Columbia","2016A000259","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028740","9.1.1","137573.0","","","","1"
"2022-08","British Columbia","2016A000259","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028741","9.1.2","5617.8","","","","1"
"2022-08","British Columbia","2016A000259","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028742","9.1.3","15815.0","","","","1"
"2022-08","British Columbia","2016A000259","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1062314484","9.1.4","1822","","","","0"
"2022-08","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v107028743","9.2.1","46950.0","","","","1"
"2022-08","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v107028744","9.2.2","1917.6","","","","1"
"2022-08","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028745","9.2.3","25491.0","","","","1"
"2022-08","British Columbia","2016A000259","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1062314485","9.2.4","102162","","","","0"
"2022-08","British Columbia","2016A000259","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v107028746","9.3.1","51703.0","","","","1"
"2022-08","British Columbia","2016A000259","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v107028747","9.3.2","2111.6","","","","1"
"2022-08","British Columbia","2016A000259","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v107028748","9.3.3","40001.0","","","","1"
"2022-08","British Columbia","2016A000259","Deliveries to residential consumers","Customers","Customers","76","units","0","v1062314486","9.3.4","1005752","","","","0"
"2022-08","Northwest Territories","2016A000261","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756121","10.1.1","0.0","","","","1"
"2022-08","Northwest Territories","2016A000261","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756124","10.1.2","0.0","","","","1"
"2022-08","Northwest Territories","2016A000261","Deliveries to industrial consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756127","10.1.3","0.0","","","","1"
"2022-08","Northwest Territories","2016A000261","Deliveries to industrial consumers","Customers","Customers","76","units","0","v1427756042","10.1.4","0","","","","0"
"2022-08","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756122","10.2.1","12.0","","","","1"
"2022-08","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756125","10.2.2","0.4","","","","1"
"2022-08","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756128","10.2.3","16.0","","","","1"
"2022-08","Northwest Territories","2016A000261","Deliveries to commercial and institutional consumers","Customers","Customers","76","units","0","v1427756043","10.2.4","276","","","","0"
"2022-08","Northwest Territories","2016A000261","Deliveries to residential consumers","Cubic metres","Cubic metres","72","thousands","3","v1427756123","10.3.1","24.0","","","","1"
"2022-08","Northwest Territories","2016A000261","Deliveries to residential consumers","Gigajoules","Gigajoules","143","thousands","3","v1427756126","10.3.2","0.9","","","","1"
"2022-08","Northwest Territories","2016A000261","Deliveries to residential consumers","Canadian dollars","Canadian dollars","47","thousands","3","v1427756129","10.3.3","32.0","","","","1"
"2022-08","Northwest Territories","2016A000261","Deliveries to residential consumers","Customers","Customers","76","units","0","v1427756044","10.3.4","545","","","","0"
"2022-09","Canada","2016A000011124","Deliveries to industrial consumers","Cubic metres","Cubic metres","72","thousands","3","v107028668","1.1.1","1495852.0","","","","1"
"2022-09","Canada","2016A000011124","Deliveries to industrial consumers","Gigajoules","Gigajoules","143","thousands","3","v107028669","1.1.2","58300.1","","","","1"
